year,region,province,city,position,candidate_name,party,votes
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","PERALTA, MELLY",IND,811
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","KARIM, ADNAN",IND,808
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","FRANCO, EDUARDITA",IND,764
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","KANAKAN, BISMA",IND,760
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","DEROMA, LUDIVICO",IND,720
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","BORNEA, MINDY",IND,690
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","REOYAN, EDGAR JR.",IND,678
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","MELIS, BING-BING",IND,670
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","GUNSI, DAVID",IND,649
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","AGRIAM, MAXIMINO",IND,599
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","BELING, JOSE",IND,588
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","MARCOS, ELDIE",IND,570
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","SEBIO, BENS",IND,509
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","ADOLFO, ROMY",IND,476
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","LIM, ZENY",IND,351
2013,armm,maguindanao,south-upi,"MEMBER, SANGGUNIANG BAYAN","GUIAMAD, MAN",IND,304
2013,armm,maguindanao,sultan-kudarat,MAYOR,"MASTURA, SHAMEEM",PDP,8062
2013,armm,maguindanao,sultan-kudarat,MAYOR,"SALIPADA, MOSIB",LP,27
2013,armm,maguindanao,sultan-kudarat,VICE-MAYOR,"MASTURA-MAIK, NORHAINA",PDP,7862
2013,armm,maguindanao,sultan-kudarat,VICE-MAYOR,"WADI, MAGUID",LP,115
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","ABDUL, DAUD",PDP,7088
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","BAKAR, MAMA",PDP,6745
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","AHMAD, ABAS",PDP,6695
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","TARUYAN, KADAPI",PDP,6658
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","MOKAMAD, MARVIN",PDP,6566
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","TABONG, UDTOG",PDP,6252
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","ALI, MONER",PDP,6155
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","KADIR, MANDO",PDP,6021
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","H. USOP, ABDILLAH",LP,343
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","AKIRAN, ESMAEL",LP,219
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","ESMAEL, HASIM",LP,204
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","ESMAEL, ESRAEL",LP,191
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","BALABAGAN, KALIMA",LP,179
2013,armm,maguindanao,sultan-kudarat,"MEMBER, SANGGUNIANG BAYAN","LIMBAK, MOKAMAD",LP,120
2013,armm,maguindanao,sultan-mastura,MAYOR,"MASTURA, RAUF",PDP,789
2013,armm,maguindanao,sultan-mastura,MAYOR,"ABDULWAHAB, MUSTAPHA",IND,777
2013,armm,maguindanao,sultan-mastura,MAYOR,"DARPING, AGA",IND,6
2013,armm,maguindanao,sultan-mastura,VICE-MAYOR,"BALABAGAN, ARMANDO",IND,677
2013,armm,maguindanao,sultan-mastura,VICE-MAYOR,"TUMBAS, JULHANI JR.",PDP,495
2013,armm,maguindanao,sultan-mastura,VICE-MAYOR,"MALA, KALAM",IND,333
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","PANGAL, SAJID",IND,958
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","BALABAGAN, MOHAMMAD",IND,615
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","BANTAS, BULACAG",PDP,589
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","AMIR, ANDY",PDP,537
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","ADAM, SAMORA",IND,506
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","SIMANG, RACMA",PDP,465
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","GUMANDER, THOHAMIE",IND,464
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MOKALID, EDRES",PDP,439
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","ALONGAN, ABDULRADZAK",PDP,383
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","ALONGAN, RABAGO",IND,383
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MALA, ABDULWAHAB",PDP,343
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MAMOKAN, ANWAR",IND,307
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","ULANGKAYA, ALLAN",IND,301
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MANGANDIAR, USMAN",IND,293
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","PALAMI, ABAS",IND,285
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","DIALANGAN, ESMAEL",IND,279
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MUSTAPHA, KHOMEINI",PDP,272
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MACACUA, PERACO",IND,250
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","TAHA, USOP",IND,235
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","SILO, KUTONGAN",IND,208
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MASTUR, FAISAL",IND,186
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","USMAN, ABDULLAH",PDP,181
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","SABAN, ABNER",IND,171
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","RONDA, HARRIS",IND,160
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","AMIL, JOHAIRA",IND,147
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","DIMA, ABDUL RAUF",IND,109
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","GUIALAL, ESKAK",IND,108
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","ADAM, PENDATUN",IND,75
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","MOHAMMAD, NASH",MRP,73
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","SAMAL, DATU HARRIS",IND,71
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","USMAN, MOHAMMAD",IND,39
2013,armm,maguindanao,sultan-mastura,"MEMBER, SANGGUNIANG BAYAN","LIDASAN, MALIK",IND,25
2013,armm,maguindanao,talayan,MAYOR,"MIDTIMBANG, TUNGKANG",PDP,493
2013,armm,maguindanao,talayan,VICE-MAYOR,"MIDTIMBANG, SUKARNO",PDP,492
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","MIDTIMBANG, ABDULAZIZ",PDP,488
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","MIDTIMBANG, DATUALI JR.",PDP,488
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","MIDTIMBANG, MORE",PDP,480
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","MIDTIMBANG, ARATOK",PDP,477
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","ABDULLAH, MAMA",PDP,441
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","ALIM, MOKTAR",PDP,438
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","KALANTUNGAN, GUINAID",PDP,438
2013,armm,maguindanao,talayan,"MEMBER, SANGGUNIANG BAYAN","KASIM, KULAW",PDP,435
2013,armm,maguindanao,talitay,MAYOR,"SABAL, MONTASIR",LP,388
2013,armm,maguindanao,talitay,MAYOR,"AMPATUAN, RENNIER",IND,32
2013,armm,maguindanao,talitay,MAYOR,"SALIK, MORBIE",IND,0
2013,armm,maguindanao,talitay,VICE-MAYOR,"SABAL, ABDULWAHAB",LP,350
2013,armm,maguindanao,talitay,VICE-MAYOR,"ABDUL, SAMIN",IND,45
2013,armm,maguindanao,talitay,VICE-MAYOR,"SUMAGKA, CABILE",IND,21
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","SABAL, NORAISA",LP,354
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","MAMA, TAGOT",LP,310
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","GALI, REMMY",LP,286
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","ANGEN, GUIALUSON",LP,285
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","MANIBPEL, SOWAIB",LP,266
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","LUYUGEN, DIGO",LP,213
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","AMPAN, GUIALIL",LP,200
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","METO, NORAISA",LP,180
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","ANWAR, MEGO",IND,127
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","UNGGAD, BANGEN",IND,60
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","SALIK, SUHARTO",IND,53
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","MAUNON, THENG",IND,38
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","MAPANDALA, AYATULLAH",IND,32
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","AMERIL, SAMAD",IND,29
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","MANEGKAD, ABDULKADIR",IND,26
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","BUISAN, KAMID",IND,25
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","KASAN, BUTED",IND,23
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","TAUP, NASSER",IND,19
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","MONGA, UNOTAN",IND,17
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","KUSAIN, HARON",IND,16
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","ENDAILA, NASSER",IND,16
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","ALIM, ZACARIA",IND,13
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","KARIM, SAID",IND,4
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","LAUBAN, DALI",IND,4
2013,armm,maguindanao,talitay,"MEMBER, SANGGUNIANG BAYAN","AKMAD, MUSLIMEN",IND,2
2013,armm,maguindanao,upi,MAYOR,"PIANG, RAMON SR.",LP,19987
2013,armm,maguindanao,upi,VICE-MAYOR,"PLATON, ALEXIS",LP,17425
2013,armm,maguindanao,upi,VICE-MAYOR,"KANDA, RAFFY",IND,2661
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","IBANEZ, WILFREDO",LP,13582
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","MAYO, ROMEO",LP,11237
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","DE VERA, MYRNA LOU",LP,10265
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","GUNSI, KAL",LP,8926
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","ANDRES, RODOLYN",LP,8919
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","MUSA, NURODIN",LP,8843
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","SINSUAT, MICHAEL-I",MRP,8088
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","GARDOSE, RAUL",LP,7892
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","PABLO, REX",IND,7517
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","LABUNGAN, NORAIDA",IND,6146
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","CASTRO, MARIA ELENA II",IND,5245
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","LIDASAN, NORODIN",IND,5229
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","MINTED, ALLAN",IND,4736
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","GUIAMAD, NORMAN",IND,4643
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","NINTE, ROMEO",MRP,4591
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","BARNESO, FERNANDO SR.",IND,4242
2013,armm,maguindanao,upi,"MEMBER, SANGGUNIANG BAYAN","ALABAT, BASSER",IND,3987
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","IZQUIERDO, BUTCH",LP,40916
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","TULAWIE, HANIBAL",LP,30429
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SUHURI, ISMUN LATIP",LP,30181
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BURAHAN, BASARON",LP,29768
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","LOONG, ABUBAKAR JR.",LP,28341
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","LOONG, SHANG",NPC,8105
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SALAHUDDIN, ABE",NPC,5519
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","JUL, FAIZAL",NPC,4827
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","HASSAN, MAHAIL",PDP,4002
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ARBISON, ALNUR",LP,13673
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ADAM, ALGANARHAM",LP,11591
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","PULAHONG, AYOB",LP,11558
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","DAUD, NASSER JR.",LP,10570
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","AMMAD, ONNIH",UNA,9351
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BURAHAN, ABDURADZMEZER",LP,7437
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SAHIDULLA, ALNACQUER",PDP,7306
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ALIMUDDIN, NURHANINA",PDP,7198
2013,armm,sulu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BADAH, BHALA",NPC,6790
2013,armm,sulu,hadji-panglima-tahil,MAYOR,"BURAHAN, ABRAHAM",LP,2549
2013,armm,sulu,hadji-panglima-tahil,VICE-MAYOR,"GALIB, NASIA",LP,2541
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","JILOH, RIDZMAL",LP,2458
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","MASARIK, ABDUL",LP,2444
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","HADJIRUL, AMIRUL",LP,2442
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","ANNI, IDJAM",LP,2415
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","HADJULANI, GHALIB",LP,2410
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","MUSA, ABDULMUDIL",LP,2324
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","SALI, ALMA",LP,2322
2013,armm,sulu,hadji-panglima-tahil,"MEMBER, SANGGUNIANG BAYAN","MASARIK, PERUSA",LP,2321
2013,armm,sulu,jolo,MAYOR,"AMIN, HUSSIN",LP,19066
2013,armm,sulu,jolo,MAYOR,"ISMI, YUSOP",IND,4073
2013,armm,sulu,jolo,VICE-MAYOR,"TAN, EDSIR",LP,18449
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","TAN, KERKHAR",LP,14043
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","TAN, EZZEDDIN SOUD",IND,13877
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","AMIN, ABDEL RAZI",LP,12467
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","AMILHAMJA, AHMED",LP,11242
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","ALFAD, NURJAM",IND,10855
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","RADJAIE, ABDULPATTA",LP,10031
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","IZQUIERDO-ISAHAC, CHARINA",IND,9036
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","GONZALES, JASEM",LP,8907
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","SALIM, DEN",LP,8806
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","ANNI, RADZ",LP,8271
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","ABDULMAJID, SALI",IND,8252
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","TULAWIE, KIMAR JR.",IND,8248
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","GO, LUIS JR.",LP,7600
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","ABUBAKAR, MAN",IND,7497
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","TUTTUH, SUAIB",IND,4755
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","JUBAIL, ED",IND,2992
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","ABUBAKAR, WINSTON",IND,2942
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","HASSAN, HJ. NIJAR",IND,2766
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","ABAM, INJIMAR",IND,2533
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","AHMAD, HABIB MUZAR",IND,1237
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","MOHAMMAD, SHARIF JUBAIR",IND,849
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","SERAFICA, BEMBIT",IND,532
2013,armm,sulu,jolo,"MEMBER, SANGGUNIANG BAYAN","HAWARI, AL-HUSSIEN",IND,506
2013,armm,sulu,maimbung,MAYOR,"TAN, SAMIER",LP,15385
2013,armm,sulu,maimbung,VICE-MAYOR,"MUDJASAN, PANDO",LP,14095
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","TAN, AIMAN",LP,14820
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","TAN, ABUBAKAR",LP,13720
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","ARAH, OMAR",LP,13403
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","ALLING, ABDIN",LP,12075
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","AMIL, AYANG",LP,11450
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","ARAJIL, INDANAN",LP,11059
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","SAID, ADJID",LP,10981
2013,armm,sulu,maimbung,"MEMBER, SANGGUNIANG BAYAN","USMAN, MAHADIR",LP,10727
2013,armm,sulu,old-panamao,MAYOR,"ABDURAJAK, GAFOR",LP,5640
2013,armm,sulu,old-panamao,MAYOR,"ABDURAJAK, BASSAR",UNA,2605
2013,armm,sulu,old-panamao,MAYOR,"ASANJI, ABUNIDAR",IND,88
2013,armm,sulu,old-panamao,VICE-MAYOR,"ASANJI, INTIZHAR",LP,5921
2013,armm,sulu,old-panamao,VICE-MAYOR,"ARAO, HUSNOLBASAR",UNA,2242
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","HAWARI, MUKTADIR",LP,4810
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","SARAB, HALMIE",LP,4206
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","JAY, AMIL",LP,3751
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","ASANULLA, HATAIE",LP,3687
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","JUMAH, RUAIDA",LP,3301
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","ABDUSALIM, ETI",LP,3148
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","NAJUDAIN, WADZNA",IND,3011
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","AMILKAIDAR, KIMAR",IND,2876
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","AMMAD, ABUHARIS",UNA,2675
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","DAHIM, NURISA",IND,2673
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","ABDURAJAK, SAMPANG",UNA,2431
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","PUSTAHAN, AYYUB",LP,2280
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","IBNAIN, ADUL",LP,2177
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","MANGOMMA, SITTI MERTIM",UNA,2106
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","DAMBONG, MUSAKKAR",UNA,1628
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","SALAPUDDIN, RADJIL",IND,1561
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","UDAH, BASIR",IND,1393
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","ANTA, EDIRIS",UNA,1370
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","GADJALA, RASTAM",UNA,1337
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","SAINUDDIN, ESNIRA",UNA,1256
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","SAHID, SURAH",UNA,1142
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","PADJING, EDIN",IND,194
2013,armm,sulu,old-panamao,"MEMBER, SANGGUNIANG BAYAN","ADJANI, ABDAN",IND,95
2013,armm,sulu,omar,MAYOR,"AJIBON, NUR-IN",NPC,1407
2013,armm,sulu,omar,MAYOR,"MOHAMMAD, FERHANA",LP,1395
2013,armm,sulu,omar,MAYOR,"OMAR, AHMAD",UNA,1305
2013,armm,sulu,omar,MAYOR,"KAMLON, ADELON",PDP,55
2013,armm,sulu,omar,VICE-MAYOR,"PANTASAN, JUDDIN",LP,2026
2013,armm,sulu,omar,VICE-MAYOR,"OMAR, NUR",UNA,1154
2013,armm,sulu,omar,VICE-MAYOR,"UKOT, DUWAN",NPC,633
2013,armm,sulu,omar,VICE-MAYOR,"OMMAL, ABDULHAN",PDP,90
2013,armm,sulu,omar,VICE-MAYOR,"UKOT, FATIMA",IND,63
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","ALIMON, BACKAR",NPC,1440
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","ANGSA, PUTLIH",UNA,1335
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","ADAN, KIM",LP,990
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","AMIL, ABDUA",IND,956
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","SAMMARA, ABDULLA",LP,945
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","SALAPUDDIN, ERI",UNA,921
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","SAHIBUN, HAJIRUN",UNA,900
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","MUHAJILI, SAJILI",UNA,880
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","JAHIMODDEN, SABRI",IND,876
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","NINIH, IMMIE",UNA,871
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","MUKAKIL, GABIR",UNA,852
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","KALAYAKAN, ARMADON",NPC,793
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","ABDURAHIM, BLACK",LP,791
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","ASMAWIL, NHAS",UNA,748
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","HALILUDDIN, SALAMADDIN",UNA,720
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","SALIBUDDIN, MUHAJIRIN",IND,704
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","LAUPPAH, RICKY",LP,685
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","JUMALA, EJIR",IND,673
2013,armm,sulu,omar,"MEMBER, SANGGUNIANG BAYAN","ADJID, MADJID",LP,664
