region,province,city,district,position,candidate_name,party,votes
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"PLACIDO, GINO",NUP,16408
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"MIRANDA, JAYPONG",NUP,16365
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"SOLIVEN, PACIO",NUP,15887
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"SULFELIX, KING",NUP,15712
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"ACOSTA, LOUIE",NUP,15017
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"INOCENTE, WIN",NUP,14681
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"MANGAPIS, CHRISTIAN",SIGAW,13908
REGION III,NUEVA ECIJA,RIZAL,LONE,COUNCILOR,"SAMO, JOJIT",NUP,13543
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"SALONGA, CARL",SIGAW,26705
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"PAMINTUAN, DANIEL",SIGAW,25756
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"UMALI, ENYE",SIGAW,25266
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"SULIT, WINKLE",SIGAW,24218
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"GARCES, OTONG",SIGAW,21752
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"JULIANO, ROY",SIGAW,20697
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"OSTARES, EDDIE",SIGAW,20211
REGION III,NUEVA ECIJA,SAN ANTONIO,LONE,COUNCILOR,"CRUZ, RC",SIGAW,20030
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"BUNDOC, ARIEL KAP A",SIGAW,15138
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"OCAMPO, NAP",SIGAW,13944
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"DELA CRUZ, BANDY",SIGAW,13772
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"NAPAO, ARCHIE",LAKAS,12354
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"CABLAO, KUYA J",LAKAS,12217
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"FRANCISCO, HAZEL",LAKAS,12198
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"VELASCO, AGIMAT",LAKAS,12157
REGION III,NUEVA ECIJA,SAN ISIDRO,LONE,COUNCILOR,"DELA CRUZ, BAKYA",LAKAS,11638
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"FELIMON, GLENDA",LAKAS,46658
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"VILLENA, HONEY NG BAYAN",LAKAS,46531
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"HORTIZUELA, ATTYRONALD",LAKAS,42579
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"DIVINA, EJ",LAKAS,40410
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"IGNACIO, ANDREI",LAKAS,39688
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"DONAYRE, DOC OYO",SIGAW,38339
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"SALVADOR, JENI JENI",LAKAS,37946
REGION III,NUEVA ECIJA,SAN JOSE,LONE,COUNCILOR,"CHUA, MANUEL JR.",LAKAS,37825
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"NAGAÑO, POTON",SIGAW,17450
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"SALOMON, JESSICA",SIGAW,17381
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"ABERGAS, ABC ALEX",SIGAW,17012
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"BALMACEDA, BENGOT",SIGAW,16665
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"VALERA, DENNIS",SIGAW,15704
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"YAP, JR",LAKAS,14845
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"ANTONINO, MARK",SIGAW,14564
REGION III,NUEVA ECIJA,SAN LEONARDO,LONE,COUNCILOR,"SAN GABRIEL, KIKO",SIGAW,13956
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"ROMERO, ANTONIO",SIGAW,25407
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"MATIAS, MACOY",SIGAW,23488
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"ANGELES, APPLE",PFP,20632
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"JACINTO, ROBERTO",SIGAW,20597
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"SANQUI, HASMIN",SIGAW,19965
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"NICOLAS, PAUL",PFP,17809
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"BALDAZO, DINDIN",PFP,17720
REGION III,NUEVA ECIJA,SANTA ROSA,LONE,COUNCILOR,"MANUEL, MANDING",PFP,17523
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"ANDRES, MAC",SIGAW,18018
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"FARIN, UDONG",IND,13607
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"BUGAOAN, JUNIOR",PMP,13241
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"MATIAS, EMERSON",PMP,12787
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"ANDRES, ARLAND RYAN",PMP,12711
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"JUAN, EDUARDO",IND,12067
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"DE LEON, EDGAR JR",PMP,11619
REGION III,NUEVA ECIJA,SANTO DOMINGO,LONE,COUNCILOR,"ALEJO, JOMAR",PMP,11408
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"PACHECO, JUN",PELA,21623
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"FULGENCIO, JERRY",PELA,21540
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"ABON, ROMMEL",IND,21351
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"AGALOOS, HENRY",IND,20859
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"CASTAÑEDA, SIR TREB",PELA,19946
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"VILORIA, KAPITAN JUN",PELA,19909
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"PINGOL, ALLAN",PELA,19198
REGION III,NUEVA ECIJA,SCIENCE CITY OF MUNOZ,LONE,COUNCILOR,"UMAGAT, CARMELITA",IND,17658
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"FAUSTO, MICHAEL",NPC,37567
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"ARELLANO, KAP RYAN",SIGAW,35578
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"VILLANUEVA, RAP-RAP",SIGAW,31526
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"TAYAO, VER",SIGAW,31312
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"BALDEDARA, RENE",NPC,29649
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"CHIOCO, ERWIN",SIGAW,28787
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"DEL ROSARIO, JOEL KONJO",SIGAW,27538
REGION III,NUEVA ECIJA,TALAVERA,LONE,COUNCILOR,"REYES, APE",SIGAW,26861
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"CINENSE, EDWIN JR",SIGAW,7821
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"MONTA, FLOR AMOR JR",SIGAW,7538
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"CARGAMENTO, FE",SIGAW,7410
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"FRONDA, KIM",NUP,6951
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"EVANGELISTA, BENJIE",SIGAW,6621
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"ESPANTO, JONG",SIGAW,5763
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"IRINEO, REDEN",NUP,5694
REGION III,NUEVA ECIJA,TALUGTUG,LONE,COUNCILOR,"AGPALO, GERRY",NUP,5548
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"REGALADO, TIN-TIN",PFP,16050
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"BELMONTE-SANTOS, IVY",SIGAW,15445
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"TALPLACIDO, KELVIN",PFP,15118
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"PAMINTUAN, EJ",IND,14212
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"GASAPOS, JONALD",SIGAW,13477
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"BULALAYAO, JOYCE",SIGAW,13068
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"BAUTISTA, ANGEL",SIGAW,12212
REGION III,NUEVA ECIJA,ZARAGOZA,LONE,COUNCILOR,"ARZANAN, DANNY",SIGAW,11495
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"PONCIAN, SONNY",LAKAS,1915
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"BAYTIC, JONG",NP,1906
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"CAMANIA, TERENCE",AKSYON,1831
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"PASIGIAN, JAMAICA",NP,1685
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"PALECPEC, REYNALDO",LAKAS,1657
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"PERADO, JASSEN ROBBY",AKBYN,1604
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"MARCELO, GABREIL",LAKAS,1521
REGION II,NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,COUNCILOR,"CASTILLO, BOYET",LAKAS,1493
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"BALASO, MANDO",LAKAS,4443
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"LINO, GERALDO",LAKAS,3802
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"BALAGSA, FERDINAND",LAKAS,3681
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"EMILIO-TIDONG, MILANY",LAKAS,3675
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"DULNUAN, TONTON",NP,3642
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"ABIADO, PHILIP",NP,3631
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"MINAS, ROY",NP,3599
REGION II,NUEVA VIZCAYA,AMBAGUIO,LONE,COUNCILOR,"WAYA, ELIAS",LAKAS,3256
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"GALINDEZ, ABC",LAKAS,12057
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"BOTE, JOSEPH",LAKAS,8717
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"CARDENAS, CYPRUS WILL",LAKAS,8369
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"BALAWAS, DANIEL",LAKAS,8042
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"LOPEZ, VINCENT",NP,7235
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"CADABONA, MELCHOR",LAKAS,7085
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"PRADO, BERNEL",LAKAS,6765
REGION II,NUEVA VIZCAYA,ARITAO,LONE,COUNCILOR,"QUEZON, JONIE",NP,6386
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"BAYATAN, FRANCISCO JR.",PFP,7537
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"DELA CUEVA, EULOGIO",PFP,6683
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"CARBONEL, MARNILO",PFP,6308
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"AFAN, CHIC",PFP,6247
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"AFALLA, MARIO",AKSYON,6162
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"SEVILLENA, BRYAN",LAKAS,5888
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"MERCADO, BEBET",KBL,5666
REGION II,NUEVA VIZCAYA,BAGABAG,LONE,COUNCILOR,"BULAN, ROMEO",LAKAS,5470
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"BONUS, RICARDO",NP,15665
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"BALGOS, MAKI",NP,15518
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"ALLAS, LEONCIO",LAKAS,14347
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"CALULOT, ALEXANDER JR.",LAKAS,14104
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"ATABAY, GEORGE",LAKAS,13302
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"VILORIA, AIRA MAE",LAKAS,12891
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"MAGDIRILA, ARNEL",LAKAS,12481
REGION II,NUEVA VIZCAYA,BAMBANG,LONE,COUNCILOR,"PAMITTAN, KANDRING",LAKAS,12256
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"NAVIS, SETH",LAKAS,14248
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"TUGAB, BETSY",LAKAS,14196
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"LANTION, TANGGOL",LAKAS,14106
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"BARNACHA, RODINANTE",LAKAS,13343
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"BURTON, GEORGE",NP,12867
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"MELAD, EMERY",NP,11687
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"GALVEZ, RONALDO",IND,11153
REGION II,NUEVA VIZCAYA,BAYOMBONG,LONE,COUNCILOR,"BELENO, JOEBEL",LAKAS,10898
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"MADUME, ROMELYN",NP,5732
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"LUNAG, NORALYN",IND,5104
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"DEL ROSARIO, HERMIE",IND,4812
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"SONSON, JUN",IND,4245
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"CABEZON, JOJO",NP,3845
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"CONCILLO, WILMA",NP,3830
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"LLANTADA, ELENA",NP,3654
REGION II,NUEVA VIZCAYA,DIADI,LONE,COUNCILOR,"TACADENA, ALAN",IND,3543
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"BALISI, JIMMY",AKSYON,9913
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"APASAO, PENLY",AKSYON,9132
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"HERRERA, ARNEL",AKSYON,7831
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"RAMOS, CHRIS",AKSYON,7040
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"OLDICO, JOEY",AKSYON,6912
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"TOMINEZ, RANDOLPH",IND,6691
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"MENESES, HUSSEIN",AKSYON,6535
REGION II,NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,COUNCILOR,"ARSENIO, AGONGAN",AKSYON,6516
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"TINDAAN, EDWARD",NP,5652
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"DONGUIS, FERDINAND",LAKAS,5193
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"IBAY, FERDINAND",NP,4664
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"FELIX, AILEEN",NP,4651
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"ARENAS, MARLON",NP,4493
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"AJABAN, ALDWIN",NP,4483
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"ASUNCION, SILAS",NP,4329
REGION II,NUEVA VIZCAYA,DUPAX DEL SUR,LONE,COUNCILOR,"PACLET, MAZON",LAKAS,4195
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"ALLAGA, GEORGETTE",NP,11533
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"GUINGAYAN, ANTHONY GLENN",NP,9716
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"CABLINAN, KAREN",LAKAS,9164
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"HUFALAR, HAROLD",NP,8481
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"HUMIWAT, REVAN JAY",NP,8053
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"DOMINGO, JUANITO",NP,8043
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"CABBIGAT, NARDO",LAKAS,7937
REGION II,NUEVA VIZCAYA,KASIBU,LONE,COUNCILOR,"MAUR, ERNESTO",LAKAS,7326
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"DODON, ADRIANO",LAKAS,7290
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"CADAME, PACITO",LAKAS,7208
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"CAMLAS, ROMEO JR.",LAKAS,6979
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"KITANO, WESLEY",LAKAS,6824
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"DUNTOGAN, VALDEZ",LAKAS,6485
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"CAMPOY, OSCAR",LAKAS,6445
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"PAGNAS, TONY",LAKAS,6417
REGION II,NUEVA VIZCAYA,KAYAPA,LONE,COUNCILOR,"BACCAC, BAKAK",LAKAS,6269
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"BINWAG, DOLORES",NP,8271
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"RAFAEL, JIMMY JR.",LAKAS,7259
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"PULIDO, ATTY. FREDISON",IND,6777
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"ROSETE, CORAZON",IND,6680
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"MADALIPAY, ROMUALYN",LAKAS,6162
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"CADIENTE, JOBERT ZYRUS",IND,5891
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"MACADANGDANG, NOVIE",NP,5852
REGION II,NUEVA VIZCAYA,QUEZON,LONE,COUNCILOR,"CADINGAN, VICTOR",NP,5686
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"TIDANG, DELBERT",NP,5970
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"DULAWAN, WYCLIFF",LAKAS,5857
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"CARAMAT, EDDIE JR.",LAKAS,5346
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"PADILLA, MAC MAC",NP,5270
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"BAGUYA, JOEL",LAKAS,4918
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"PETONIO, WOWIE",NP,4769
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"BAUTISTA, LANGLEY",LAKAS,4629
REGION II,NUEVA VIZCAYA,SANTA FE,LONE,COUNCILOR,"JACINTO, JOEL",LAKAS,4411
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"TITO, DOC CLIFFORD",LAKAS,13451
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"SANTOS, THOMAS DAVE",NP,13451
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"TIONGSON, MIKE",LAKAS,13263
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"SAVEDRA, WALTER SR.",LAKAS,13042
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"MARCOS, JEROME",LAKAS,12799
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"CARUB, ROLAND",RP,12762
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"ALINDADA, JOSEPH",RP,12713
REGION II,NUEVA VIZCAYA,SOLANO,LONE,COUNCILOR,"LANNU, LUISITO",LAKAS,11468
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"MARIÑAS, JUN",PFP,5428
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"PERALTA, CHRISTINE",LAKAS,5353
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"TUGUINAY, JOHN",NP,5214
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"GASMIN, JORGE",LAKAS,4988
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"BRIONES, JONATHAN",NP,4843
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"ALGURA, CHIQUI",LAKAS,4777
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"VALDEZ, REY",NP,4598
REGION II,NUEVA VIZCAYA,VILLAVERDE,LONE,COUNCILOR,"JOSE, JERRY",NP,4566
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"RAMOS, MAYBELLE",LP,10745
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"SUBOL, BRIAN",LP,10255
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"NIEVA, JOJO",LP,9096
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"MONTENEGRO, ARLEEN",LP,8698
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"BACAY, ROMEO",LP,7473
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"REGIS, DADA",LP,7299
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"MICIANO, ARIEL",PFP,6846
REGION IV B,OCCIDENTAL MINDORO,ABRA DE ILOG,LONE,COUNCILOR,"ZOLETA, DIOMEDES JR.",LP,6808
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"LABRADOR, BONG",AKSYON,7251
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"CHAVEZ, KAP",PFP,6952
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"GARCIA, ERICK",PFP,6173
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"SARMIENTO, TINTIN",AKSYON,6172
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"MENDOZA-REYES, ROCEL",AKSYON,6115
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"AMBAY, DANIE",PFP,5688
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"GASMIN, BENNY",AKSYON,5112
REGION IV B,OCCIDENTAL MINDORO,CALINTAAN,LONE,COUNCILOR,"TANTEO, LEO",PFP,5040
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"VALDERAS, BJ",PFP,2826
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"CANALS, GLENN",PFP,2689
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"VIAÑA, BRYAN",PFP,2607
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"ZUBIRI, ORLY COM",PFP,2558
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"DE LEMOS, JOHNSEN CLYDE",IND,2284
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"TRISTAN, STANLEY",PFP,2247
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"TRISTAN, LEO",IND,2176
REGION IV B,OCCIDENTAL MINDORO,LOOC,LONE,COUNCILOR,"TRAMBULO, MARLO",IND,2162
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"TABOR, MARITO",IND,4863
